page_url,property_type,price,location,locality,baths,area_marla,purpose,bedrooms
https://www.zameen.com/Property/malir_cantonment_askari_5_4th_floor_flat_is_available_for_rent_in_g__9_building-16346343-6655-4.html,Flat,55000,Cantt,"Cantt, Karachi, Sindh",3,11.4,For Rent,3
https://www.zameen.com/Property/faisalabad_four_season_housing_house_is_available_for_rent-17100451-4945-4.html,House,22000,Four Season Housing,"Four Season Housing, Faisalabad, Punjab",0,3.0,For Rent,0
https://www.zameen.com/Property/rawalpindi_gulraiz_housing_scheme_triple_storey_house_for_sale-12449597-438-1.html,House,21500000,Gulraiz Housing Scheme,"Gulraiz Housing Scheme, Rawalpindi, Punjab",6,10.0,For Sale,6
https://www.zameen.com/Property/lahore_bahria_town_11_marla_brand_new_double_unit_house_gulbahar_block_btl-17352177-509-1.html,House,25500000,Bahria Town,"Bahria Town, Lahore, Punjab",6,11.0,For Sale,5
https://www.zameen.com/Property/rawalpindi_dhok_kala_khan_portion_is_available_for_rent-17252579-6008-4.html,Lower Portion,16000,Dhok Kala Khan,"Dhok Kala Khan, Rawalpindi, Punjab",0,5.0,For Rent,0
https://www.zameen.com/Property/dha_defence_dha_phase_3_20_marla_luxurious_designer_bungalow_for_sale_at_dha_phase_3-16620411-1454-1.html,House,47000000,DHA Defence,"DHA Defence, Lahore, Punjab",6,20.0,For Sale,5
https://www.zameen.com/Property/rawalpindi_khayaban_e_sir_syed_well_build_house_is_available_at_good_location-17333258-587-4.html,House,15000,Khayaban-e-Sir Syed,"Khayaban-e-Sir Syed, Rawalpindi, Punjab",0,3.0,For Rent,0
https://www.zameen.com/Property/islamabad_bani_gala_double_storey_house_is_available_for_sale_in_pepsi_road-17342433-340-1.html,House,22000000,Bani Gala,"Bani Gala, Islamabad, Islamabad Capital",0,12.0,For Sale,4
https://www.zameen.com/Property/islamabad_d_12_house_is_available_for_sale_in_d_12_3__margalla_face-15294641-160-1.html,House,17500000,D-12,"D-12, Islamabad, Islamabad Capital",5,4.4,For Sale,4
https://www.zameen.com/Property/islamabad_g_15_portion_available_for__rent_in_g_15-15430274-764-4.html,House,32000,G-15,"G-15, Islamabad, Islamabad Capital",4,8.0,For Rent,4
https://www.zameen.com/Property/clifton_clifton_block_2_3_bedrooms_dd_1900_sq_ft_flat_in_clifton_block_2_available_for_sale-15220833-1664-1.html,Flat,31000000,Clifton,"Clifton, Karachi, Sindh",3,8.4,For Sale,3
https://www.zameen.com/Property/allahwala_town_allahwala_town_sector_31_b_here_is_a_good_opportunity_to_live_in_a_well_built_flat-17207173-13026-1.html,Flat,1300000,Korangi,"Korangi, Karachi, Sindh",1,2.0,For Sale,2
https://www.zameen.com/Property/shahra_e_faisal_shah_faisal_colony_bungalow_available_for_sale_vip_road_location-15969435-678-1.html,House,57000000,Shahra-e-Faisal,"Shahra-e-Faisal, Karachi, Sindh",7,18.0,For Sale,10
https://www.zameen.com/Property/dha_11_rahbar_phase_2_dha_11_rahbar_phase_2_block_g_brand_new_4_beds_05_marla_prime_location_house_for_sale-16722066-3721-1.html,House,12800000,DHA 11 Rahbar,"DHA 11 Rahbar, Lahore, Punjab",5,5.0,For Sale,4
https://www.zameen.com/Property/karachi_federal_b_area_i_want_to_sale_flat__near_farzana_dawakhana_2_bed_d_d_with_roof-13332109-12-1.html,Flat,4200000,Federal B Area,"Federal B Area, Karachi, Sindh",2,3.1,For Sale,3
https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_house_with_keys_park_leading_street__ready_move-15647907-10018-1.html,House,14900000,Bahria Town Karachi,"Bahria Town Karachi, Karachi, Sindh",3,8.0,For Sale,3
https://www.zameen.com/Property/clifton_clifton_block_1_250_sq_yards_4_bedrooms_brand_new_house_for_rent-14842846-1663-4.html,House,165000,Clifton,"Clifton, Karachi, Sindh",5,10.0,For Rent,4
https://www.zameen.com/Property/i_8_i_8_2_portion_is_available_for_rent-17348720-3442-4.html,Lower Portion,70000,I-8,"I-8, Islamabad, Islamabad Capital",0,12.4,For Rent,0
https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_villa_is_available_for_sale_full_paid-17134522-10018-1.html,House,13400000,Bahria Town Karachi,"Bahria Town Karachi, Karachi, Sindh",3,8.0,For Sale,3
https://www.zameen.com/Property/lahore_kacha_ferozepur_road_ground_floor_for_rent-16128129-11330-4.html,Lower Portion,25000,Kacha Ferozepur Road,"Kacha Ferozepur Road, Lahore, Punjab",2,3.0,For Rent,2
https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_beautiful_house_for_sale_in_cbr_town_phase_1_islamabad-14937806-3147-1.html,House,23000000,CBR Town,"CBR Town, Islamabad, Islamabad Capital",8,12.0,For Sale,6
https://www.zameen.com/Property/east_canal_road_abdullah_gardens_house_is_available_for_sale-16068281-4890-1.html,House,60000000,Canal Road,"Canal Road, Faisalabad, Punjab",0,22.0,For Sale,0
https://www.zameen.com/Property/lahore_shalimar_link_road_4_5_marla_house_for_sale-14730626-9437-1.html,House,15000000,Shalimar Link Road,"Shalimar Link Road, Lahore, Punjab",0,4.5,For Sale,0
https://www.zameen.com/Property/i_14_i_14_1_brand_new_home_is_up_for_sale_in_i_14_1-11714473-8340-1.html,House,9500000,I-14,"I-14, Islamabad, Islamabad Capital",3,5.0,For Sale,2
https://www.zameen.com/Property/lahore_shalimar_link_road_10_marla_house_for_sale-15701974-9437-1.html,House,20000000,Shalimar Link Road,"Shalimar Link Road, Lahore, Punjab",5,10.0,For Sale,5
https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_block_cc_5_marla_furnished_house_for_sale_located_in_cc_block_bahria_town_lahore-17101760-1799-1.html,House,12500000,Bahria Town,"Bahria Town, Lahore, Punjab",5,5.0,For Sale,3
https://www.zameen.com/Property/eden_gardens_eden_garden_nawab_block_house_is_available_for_rent-15508369-11198-4.html,House,25000,Eden Gardens,"Eden Gardens, Faisalabad, Punjab",0,5.0,For Rent,0
https://www.zameen.com/Property/rawalpindi_race_course_600_square_yards_1_kanal_with_5_bed_house_for_sale-16457107-716-1.html,House,40000000,Race Course,"Race Course, Rawalpindi, Punjab",5,24.0,For Sale,5
https://www.zameen.com/Property/emaar_crescent_bay_reef_towers_four_bed_rooms_sea_facing_flat_for_sale_in_emaar_crescent_bay__reef_towers-7710629-10720-1.html,Flat,66000000,DHA Defence,"DHA Defence, Karachi, Sindh",4,13.8,For Sale,4
https://www.zameen.com/Property/johar_town_phase_1_johar_town_phase_1_block_f2_65_feet_road_brand_new_house_is_available_for_sale-16907074-3957-1.html,House,32500000,Johar Town,"Johar Town, Lahore, Punjab",5,10.0,For Sale,5
https://www.zameen.com/Property/karachi_gulistan_e_jauhar_3_beds_portion_for_rent-15835509-232-4.html,Upper Portion,65000,Gulistan-e-Jauhar,"Gulistan-e-Jauhar, Karachi, Sindh",3,16.0,For Rent,3
https://www.zameen.com/Property/d_h_a_dha_phase_4_house_is_available_for_sale-16962961-1481-1.html,House,75500000,DHA Defence,"DHA Defence, Karachi, Sindh",0,12.0,For Sale,6
https://www.zameen.com/Property/scheme_33_sector_32_sector_32_punjabi_saudagar_city_phase_1_brand_new_bungalow_for_sale_in_phase_1-16506570-13691-1.html,House,34000000,Scheme 33,"Scheme 33, Karachi, Sindh",6,9.6,For Sale,6
https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_iris_block_10_marla_brand_new_lavish_corner_house_for_sale_in_bahria_town_lahore-17004725-1787-1.html,House,19000000,Bahria Town,"Bahria Town, Lahore, Punjab",6,10.0,For Sale,5
https://www.zameen.com/Property/rawalpindi_askari_7_sd_house_is_available_for_rent-10438086-1270-4.html,House,50000,Askari 7,"Askari 7, Rawalpindi, Punjab",3,10.0,For Rent,3
https://www.zameen.com/Property/faisalabad_eden_orchard_well_built_house_available_in_good_location-17246350-11162-1.html,House,10000000,Eden Orchard,"Eden Orchard, Faisalabad, Punjab",0,5.0,For Sale,0
https://www.zameen.com/Property/islamabad_e_11_flat_is_available_for_rent-14074274-329-4.html,Flat,100000,E-11,"E-11, Islamabad, Islamabad Capital",2,6.2,For Rent,2
https://www.zameen.com/Property/dha_defence_phase_2_zameen_ace_mall_3_bed_apartment_is_available_for_sale_on_48_month_installments-16387748-13623-1.html,Flat,15600000,DHA Defence,"DHA Defence, Islamabad, Islamabad Capital",3,6.4,For Sale,3
https://www.zameen.com/Property/state_life_housing_society_state_life_housing_phase_1_8_marla_slightly_used_house_for_sale_stat_life_phase_1_for_sale-15795712-4190-1.html,House,17000000,State Life Housing Society,"State Life Housing Society, Lahore, Punjab",5,8.0,For Sale,5
https://www.zameen.com/Property/johar_town_phase_1_johar_town_phase_1_block_e2_1_kanal_double_storey_house_for_sale-16260104-3954-1.html,House,25000000,Johar Town,"Johar Town, Lahore, Punjab",5,20.0,For Sale,5
https://www.zameen.com/Property/nazimabad_nazimabad_block_3_lower_portion_is_available_for_sale-17219176-7080-1.html,Lower Portion,6500000,Nazimabad,"Nazimabad, Karachi, Sindh",0,4.9,For Sale,0
https://www.zameen.com/Property/johar_town_phase_1_johar_town_phase_1_block_f_well_built_portion_available_on_good_location-17419968-3955-4.html,Upper Portion,50000,Johar Town,"Johar Town, Lahore, Punjab",5,20.0,For Rent,5
https://www.zameen.com/Property/rawalpindi_adiala_road_10marla_independent_house_for_rent-17327443-478-4.html,House,23000,Adiala Road,"Adiala Road, Rawalpindi, Punjab",3,10.0,For Rent,2
https://www.zameen.com/Property/islamabad_f_8_house_is_available_for_rent-16913024-166-4.html,House,120000,F-8,"F-8, Islamabad, Islamabad Capital",0,26.0,For Rent,3
https://www.zameen.com/Property/islamabad_i_8_flat_is_available_for_rent-16918744-174-4.html,Flat,65000,I-8,"I-8, Islamabad, Islamabad Capital",0,4.7,For Rent,2
https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_civic_centre_2_bed_furnish_apartment_for_rent_in_bahria_town-15970578-8974-4.html,Flat,60000,Bahria Town Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,4.9,For Rent,2
https://www.zameen.com/Property/islamabad_pwd_housing_scheme_flat_is_available_for_sale_in_pwd_block_c-14237876-424-1.html,Flat,3500000,PWD Housing Scheme,"PWD Housing Scheme, Islamabad, Islamabad Capital",2,4.0,For Sale,2
https://www.zameen.com/Property/karachi_hill_park_house_is_available_for_rent_in_hill_park-14465513-758-4.html,House,35000,Hill Park,"Hill Park, Karachi, Sindh",0,8.0,For Rent,0
https://www.zameen.com/Property/lahore_al_hamad_colony__ait__house_is_available_for_sale_at_good_location-17327148-12103-1.html,House,5500000,Al-Hamad Colony (AIT),"Al-Hamad Colony (AIT), Lahore, Punjab",3,3.0,For Sale,3
https://www.zameen.com/Property/lahore_al_hamd_park_a_beautifully_built_house_available_for_sale-17287088-9997-1.html,House,7000000,Al-Hamd Park,"Al-Hamd Park, Lahore, Punjab",3,3.0,For Sale,3
https://www.zameen.com/Property/dha_phase_6_dha_phase_6_block_c_dream_house_for_sale-14682271-1612-1.html,House,27500000,DHA Defence,"DHA Defence, Lahore, Punjab",6,8.0,For Sale,4
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_ground_portion_for_rent-15810302-339-4.html,Lower Portion,38000,DHA Defence,"DHA Defence, Islamabad, Islamabad Capital",2,10.0,For Rent,2
https://www.zameen.com/Property/lahore_west_wood_housing_society_double_storey_house_for_sale-7596713-1473-1.html,House,37500000,West Wood Housing Society,"West Wood Housing Society, Lahore, Punjab",6,20.0,For Sale,6
https://www.zameen.com/Property/rawalpindi_askari_4_top_floor_flat_is_available_for_rent_in_askari_4-17130117-9214-4.html,Flat,38000,Askari 4,"Askari 4, Rawalpindi, Punjab",3,10.0,For Rent,3
https://www.zameen.com/Property/state_life_housing_society_state_life_housing_phase_1_hot_location_one_kanal_brand_new_house_for_sale_in_state_life_housing_society_phase_1-17298287-4190-1.html,House,36000000,State Life Housing Society,"State Life Housing Society, Lahore, Punjab",6,20.0,For Sale,5
https://www.zameen.com/Property/scheme_33_sector_17_a_madras_cooperative_housing_society_project_pioneer_tower_5_rooms_apartment__brand_new-15035043-9183-1.html,Flat,11000000,Scheme 33,"Scheme 33, Karachi, Sindh",3,6.9,For Sale,5
https://www.zameen.com/Property/surjani_town_sector_5_surjani_town_sector_5c_120_sq_yd_complete_r_c_c_ground_plus_one_house_is_available_for_sale_in_surjani_town-16254354-8977-1.html,House,7000000,Gadap Town,"Gadap Town, Karachi, Sindh",0,4.8,For Sale,0
https://www.zameen.com/Property/bahria_town_bahria_town_sector_e_furnished_flat_is_up_for_rent_in_bahria_town_sector_e-12139536-1802-4.html,Flat,40000,Bahria Town,"Bahria Town, Lahore, Punjab",0,2.2,For Rent,0
https://www.zameen.com/Property/cantt_ali_park_10_marla_house_for_sale-16040974-3089-1.html,House,18000000,Cantt,"Cantt, Lahore, Punjab",8,10.0,For Sale,5
https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_7_marla_triple_storey_house_for_sale_in_ghouri_town_phase_4a_good_option_for_investment-11194153-3394-1.html,House,14000000,Ghauri Town,"Ghauri Town, Islamabad, Islamabad Capital",6,7.0,For Sale,7
https://www.zameen.com/Property/dha_phase_7_dha_phase_7_block_p_1_kanal_brand_new_house_is_available__for_rent-12196291-1623-4.html,House,100000,DHA Defence,"DHA Defence, Lahore, Punjab",7,20.0,For Rent,6
https://www.zameen.com/Property/model_town_model_town_block_n_house_lower_portion_for_rent-14480773-4039-4.html,Lower Portion,65000,Model Town,"Model Town, Lahore, Punjab",3,12.0,For Rent,3
https://www.zameen.com/Property/lahore_paragon_city_1st_floor_flat_is_available_for_sale-17317812-1014-1.html,Flat,5500000,Paragon City,"Paragon City, Lahore, Punjab",0,5.0,For Sale,2
https://www.zameen.com/Property/dha_defence_dha_phase_5_syed_brothers_offers_1_kanal_outclass_victorian_design_brand_new_bungalow_for_sale-16890333-1447-1.html,House,72000000,DHA Defence,"DHA Defence, Lahore, Punjab",6,20.0,For Sale,5
https://www.zameen.com/Property/lahore_sabzazar_scheme_3_marla_double_storey_new_house_for_sale_30_feet_road-16112632-562-1.html,House,5500000,Sabzazar Scheme,"Sabzazar Scheme, Lahore, Punjab",4,3.0,For Sale,3
https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_studio_furnished_flat_for_rent-10526014-3047-4.html,Flat,16000,Bahria Town Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,1.3,For Rent,1
https://www.zameen.com/Property/rawalpindi_khurram_colony_triple_storey_house_is_available_for_sale-17235223-6026-1.html,House,7500000,Khurram Colony,"Khurram Colony, Rawalpindi, Punjab",0,3.0,For Sale,6
https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_luxury_1_bedroom_fully_furnished_apartment_in_bahria_town-9923876-3041-4.html,Flat,32000,Bahria Town Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",1,3.6,For Rent,1
https://www.zameen.com/Property/askari_askari_11_12_marla_4_beds_flat_on_7th_floor_for_sale_in_askari_11_lahore_at_cheaper_rate-17069840-1503-1.html,Flat,14000000,Askari,"Askari, Lahore, Punjab",6,12.0,For Sale,4
https://www.zameen.com/Property/lahore_samanabad_double_storey_house_is_available_for_sale-17328125-377-1.html,House,12500000,Samanabad,"Samanabad, Lahore, Punjab",0,5.0,For Sale,4
https://www.zameen.com/Property/i_10_i_10_4_i_10_4_size__25_60__upper_floor__for_rent__available-17100500-3423-4.html,Upper Portion,30000,I-10,"I-10, Islamabad, Islamabad Capital",2,5.6,For Rent,2
https://www.zameen.com/Property/westridge_westridge_1_house_is_available_for_sale-14641590-6053-1.html,House,35000000,Westridge,"Westridge, Rawalpindi, Punjab",0,30.0,For Sale,0
https://www.zameen.com/Property/federal_b_area_federal_b_area_block_8_house_for_sale_ground_plus_1-12782447-6692-1.html,House,15500000,Federal B Area,"Federal B Area, Karachi, Sindh",1,4.8,For Sale,2
https://www.zameen.com/Property/lahore_iqbal_park_here_is_a_good_opportunity_to_live_in_a_well_build_house-17439667-513-4.html,House,30000,Iqbal Park,"Iqbal Park, Lahore, Punjab",3,2.5,For Rent,3
https://www.zameen.com/Property/model_town_model_town_block_q_double_storey_house_available_for_rent-17448017-4042-4.html,House,80000,Model Town,"Model Town, Lahore, Punjab",0,10.0,For Rent,3
https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_block_a_bahria_town_beautiful_european_style_double_story_corner_house_5_marla_for_rent-7906406-3049-4.html,House,32000,Bahria Town Rawalpindi,"Bahria Town Rawalpindi, Rawalpindi, Punjab",0,5.0,For Rent,3
https://www.zameen.com/Property/hbfc_housing_society_hbfc_housing_society_block_c_1_kanal_brand_new_house_for_sale_in_hbfc_society-12740456-3884-1.html,House,37500000,HBFC Housing Society,"HBFC Housing Society, Lahore, Punjab",0,20.0,For Sale,5
https://www.zameen.com/Property/surjani_town_surjani_town_sector_4d_house_is_available_for_sale-15333852-6734-1.html,House,3800000,Gadap Town,"Gadap Town, Karachi, Sindh",2,2.6,For Sale,6
https://www.zameen.com/Property/i_8_i_8_2_liveable_single_storey_40x80_prime_location_for_sale-15481992-3442-1.html,House,45000000,I-8,"I-8, Islamabad, Islamabad Capital",3,14.0,For Sale,3
https://www.zameen.com/Property/faisalabad_eden_orchard_the_best_house_for_living_purpose-17161051-11162-1.html,House,10000000,Eden Orchard,"Eden Orchard, Faisalabad, Punjab",0,5.0,For Sale,0
https://www.zameen.com/Property/clifton_clifton_block_2_west_wind_apartment_in_clifton_block_2-16862080-1664-1.html,Flat,35000000,Clifton,"Clifton, Karachi, Sindh",4,11.8,For Sale,4
https://www.zameen.com/Property/g_13_g_13_1_g13__ground__floor_for_rent-17094110-3337-4.html,Upper Portion,40000,G-13,"G-13, Islamabad, Islamabad Capital",3,8.0,For Rent,2
https://www.zameen.com/Property/gulshan_e_maymar_gulshan_e_maymar_sector_z_3rd_floor_flat_is_available_for_sale-17223195-6762-1.html,Flat,3200000,Gadap Town,"Gadap Town, Karachi, Sindh",0,4.4,For Sale,2
https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_precinct_11_a_precinct_11a_villa_for_sale_in_bahria_town_karachi-16915024-10020-1.html,House,13000000,Bahria Town Karachi,"Bahria Town Karachi, Karachi, Sindh",0,8.0,For Sale,3
https://www.zameen.com/Property/lahore_madina_colony_well_furnished_2_5_marla_house_for_sale-15817560-4461-1.html,House,6500000,Madina Colony,"Madina Colony, Lahore, Punjab",4,2.5,For Sale,3
https://www.zameen.com/Property/karachi_tipu_sultan_road_upper_floor_portion_is_available_for_sale-15844858-415-1.html,Upper Portion,42500000,Tipu Sultan Road,"Tipu Sultan Road, Karachi, Sindh",3,12.0,For Sale,3
https://www.zameen.com/Property/d_h_a_dha_phase_6_500_sq_yards_upper_portion_available_for_rent_in_main_kh_tariq-13248038-1483-4.html,Upper Portion,115000,DHA Defence,"DHA Defence, Karachi, Sindh",3,20.0,For Rent,3
https://www.zameen.com/Property/faisalabad_khayaban_colony_house_is_available_for_rent_in_phase_2-14441553-4980-4.html,House,35000,Khayaban Colony,"Khayaban Colony, Faisalabad, Punjab",0,5.0,For Rent,0
https://www.zameen.com/Property/lahore_hassan_town_double_storey_house_is_available_for_sale_at_multan_road-17442104-747-1.html,House,6000000,Hassan Town,"Hassan Town, Lahore, Punjab",0,3.0,For Sale,3
https://www.zameen.com/Property/korangi_lucknow_society_corner_ground_plus_one_house_at_lucknow_society_korangi-9470394-7054-1.html,House,25500000,Korangi,"Korangi, Karachi, Sindh",6,6.4,For Sale,6
https://www.zameen.com/Property/rawalpindi_farooq_e_azam_road_the_best_apartment_for_living_purpose-17356928-8130-4.html,Flat,16500,Farooq-e-Azam Road,"Farooq-e-Azam Road, Rawalpindi, Punjab",2,4.0,For Rent,2
https://www.zameen.com/Property/islamabad_g_11_g11__g10_f11f10__portion_house_available_for_rent-17095177-168-4.html,Upper Portion,50000,G-11,"G-11, Islamabad, Islamabad Capital",3,10.0,For Rent,4
https://www.zameen.com/Property/johar_town_johar_town_phase_2_johar_town_5_marla_brand_new_house_in_p_block-17320695-3961-1.html,House,14000000,Johar Town,"Johar Town, Lahore, Punjab",5,5.0,For Sale,5
https://www.zameen.com/Property/lahore_dubban_pura_3_marla_house_for_sale-12664317-10338-1.html,House,5000000,Dubban Pura,"Dubban Pura, Lahore, Punjab",3,2.0,For Sale,3
https://www.zameen.com/Property/lahore_band_road_9_marla_home_with_2_shops_going_for_land_price-12895720-1212-1.html,House,25000000,Band Road,"Band Road, Lahore, Punjab",0,9.0,For Sale,0
https://www.zameen.com/Property/rawalpindi_dhok_elahi_baksh_portion_is_available_for_rent-17316641-6007-4.html,Lower Portion,15000,Dhok Elahi Baksh,"Dhok Elahi Baksh, Rawalpindi, Punjab",0,5.0,For Rent,3
https://www.zameen.com/Property/clifton_clifton_block_4_brand_new_1000_sq_yards_bungalow_in_clifton-12452967-1666-4.html,House,1500000,Clifton,"Clifton, Karachi, Sindh",0,40.0,For Rent,0
https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_13_king_residency_johar_block13-16805972-6837-1.html,Flat,7000000,Gulistan-e-Jauhar,"Gulistan-e-Jauhar, Karachi, Sindh",2,4.0,For Sale,2
https://www.zameen.com/Property/lahore_rehmanpura__ferozpur_road__double_storey_house_is_available_for_sale-16822106-1683-1.html,House,9000000,Rehmanpura (Ferozpur Road),"Rehmanpura (Ferozpur Road), Lahore, Punjab",0,4.0,For Sale,4
https://www.zameen.com/Property/faisalabad_others_house_for_rent_in_rajada_town-16972416-352-4.html,House,16000,Others,"Others, Faisalabad, Punjab",0,7.0,For Rent,0
https://www.zameen.com/Property/dha_phase_8_dha_phase_8_block_m_house_is_available_for_sale-15641890-8872-1.html,House,23500000,DHA Defence,"DHA Defence, Lahore, Punjab",0,10.0,For Sale,0
https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_great_opportunity_for_you_to_have_the_property_of_your_choice-17202833-4506-1.html,House,9200000,Al Rehman Garden,"Al Rehman Garden, Lahore, Punjab",4,5.0,For Sale,5
https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_shaheen_block_10_marla_upper_portion_for_rent_in_shaheen_block_sector_b_bahria_town_lahore-17457879-1775-4.html,Upper Portion,26000,Bahria Town,"Bahria Town, Lahore, Punjab",4,10.0,For Rent,3
https://www.zameen.com/Property/i_8_i_8_4_upper_portion_is_available_for_rent-17382128-3444-4.html,Upper Portion,65000,I-8,"I-8, Islamabad, Islamabad Capital",3,12.0,For Rent,3
https://www.zameen.com/Property/faisalabad_narwala_road_house_is_available_for_sale-17170299-973-1.html,House,2400000,Narwala Road,"Narwala Road, Faisalabad, Punjab",0,2.5,For Sale,0
https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_17_120_yards_ground_floor_cottage_kda_leased_2_bed_d_d-13688426-6841-4.html,Lower Portion,28000,Gulistan-e-Jauhar,"Gulistan-e-Jauhar, Karachi, Sindh",2,4.8,For Rent,2
https://www.zameen.com/Property/karachi_airport_a_perfect_lifestyle_property_to_treasure_on_easy_installment-16979614-187-1.html,Flat,18500000,Airport,"Airport, Karachi, Sindh",4,13.8,For Sale,4
https://www.zameen.com/Property/d_h_a_dha_phase_7_brand_new_2_unit_house_is_available_for_sale-17335585-1484-1.html,House,97500000,DHA Defence,"DHA Defence, Karachi, Sindh",3,20.0,For Sale,6
https://www.zameen.com/Property/khayaban_e_amin_khayaban_e_amin_block_p_5_marla_apartment_for_sale_in_khayaban_e_amin__block_p-15927842-10327-1.html,Flat,1800000,Khayaban-e-Amin,"Khayaban-e-Amin, Lahore, Punjab",1,5.0,For Sale,2
https://www.zameen.com/Property/naval_anchorage_naval_anchorage_block_f_house_for_rent_in_naval_anchorage_block_f_lower_potion-9437596-3472-4.html,House,40000,Naval Anchorage,"Naval Anchorage, Islamabad, Islamabad Capital",4,20.0,For Rent,4
https://www.zameen.com/Property/bahria_town_karachi_bahria_apartments_great_opportunity_for_you_to_have_the_property_of_your_choice-17204556-9030-1.html,Flat,6300000,Bahria Town Karachi,"Bahria Town Karachi, Karachi, Sindh",2,4.2,For Sale,2
https://www.zameen.com/Property/lahore_muslim_town_prime_location_house_is_available_for_sale-16809872-326-1.html,House,14500000,Muslim Town,"Muslim Town, Lahore, Punjab",4,5.0,For Sale,4
https://www.zameen.com/Property/scheme_33_gwalior_cooperative_housing_society_well_built_portion_available_in_good_location-16499645-9074-1.html,Lower Portion,4000000,Scheme 33,"Scheme 33, Karachi, Sindh",2,4.0,For Sale,2
https://www.zameen.com/Property/lahore_lahore_medical_housing_society_the_best_house_for_living_purpose_-16808232-4359-1.html,House,5500000,Lahore Medical Housing Society,"Lahore Medical Housing Society, Lahore, Punjab",3,3.0,For Sale,3
https://www.zameen.com/Property/dha_phase_6_dha_phase_6_block_b_1_kanal_brand_new_bungalow_for_sale_in_dha_phase_6_block_b-16533907-1611-1.html,House,48000000,DHA Defence,"DHA Defence, Lahore, Punjab",7,20.0,For Sale,5
https://www.zameen.com/Property/lahore_karim_park_2_5_marla_house_for_sale-2801879-1494-1.html,House,5500000,Karim Park,"Karim Park, Lahore, Punjab",3,2.5,For Sale,3
https://www.zameen.com/Property/north_karachi_north_karachi_sector_11b_house_for_sale-16101022-7185-1.html,House,30500000,North Karachi,"North Karachi, Karachi, Sindh",0,9.6,For Sale,0
https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_4_house_is_available_for_sale-17247118-4508-1.html,House,5500000,Al Rehman Garden,"Al Rehman Garden, Lahore, Punjab",0,3.0,For Sale,0
https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_13_d_2_1st_floor_flat_is_available_for_rent-13351936-8885-4.html,Flat,35000,Gulshan-e-Iqbal Town,"Gulshan-e-Iqbal Town, Karachi, Sindh",0,6.0,For Rent,3
https://www.zameen.com/Property/lahore_cavalry_ground_double_unit_house_is_available_for_sale-17170213-69-1.html,House,28000000,Cavalry Ground,"Cavalry Ground, Lahore, Punjab",0,10.0,For Sale,4
https://www.zameen.com/Property/north_karachi_north_karachi_sector_10_double_floor_r__465_sector_10_north_karachi_near_alfaliya_masjid_-9358074-7183-1.html,House,17000000,North Karachi,"North Karachi, Karachi, Sindh",4,4.8,For Sale,7
https://www.zameen.com/Property/pechs_pechs_block_6_500_sq_yards_commercial_bungalow_for_rent_in_pechs_close_to_main_shahrah_e_faisal-16394625-6935-4.html,House,600000,Jamshed Town,"Jamshed Town, Karachi, Sindh",7,20.0,For Rent,7
https://www.zameen.com/Property/islamabad_others_6_5_marla_double_storey_house_for_sale-16912963-356-1.html,House,9000000,Others,"Others, Islamabad, Islamabad Capital",4,6.5,For Sale,4
https://www.zameen.com/Property/sui_gas_housing_society_sui_gas_society_phase_1_1_kanal_owner_built_bungalow_for_sale-15034038-4210-1.html,House,37500000,Sui Gas Housing Society,"Sui Gas Housing Society, Lahore, Punjab",7,20.0,For Sale,6
https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_13_d_1_4th_floor_flat_is_available_for_sale-16355952-6875-1.html,Flat,8000000,Gulshan-e-Iqbal Town,"Gulshan-e-Iqbal Town, Karachi, Sindh",0,6.0,For Sale,3
https://www.zameen.com/Property/bahria_town_precinct_2_bahria_town_quaid_villas_well_build_villa_is_available_on_good_location-16780091-10011-1.html,House,20700000,Bahria Town Karachi,"Bahria Town Karachi, Karachi, Sindh",3,8.0,For Sale,3
https://www.zameen.com/Property/buffer_zone_bufferzone_sector_15_a_5_portion_is_available_for_rent-15819153-8955-4.html,Upper Portion,20000,North Karachi,"North Karachi, Karachi, Sindh",2,4.8,For Rent,2
